,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year
600,Hawaii,2016,"Bachelor's degree (BA, AB, BS)",6,3895,32,3239.45,2000
601,Hawaii,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1498,34,3217.3500000000004,1998
602,Hawaii,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,216,34,3305.2,1998
603,Hawaii,2017,Unknown or Not Stated,-9,114,29,3008.8,2002
604,Hawaii,2017,8th grade or less,1,149,27,3153.65,2003
605,Hawaii,2017,9th through 12th grade with no diploma,2,3044,26,3147.35,2006
606,Hawaii,2017,High school graduate or GED completed,3,3124,27,3257.5,2006
607,Hawaii,2017,"Some college credit, but not a degree",4,3392,28,3254.95,2005
608,Hawaii,2017,"Associate degree (AA, AS)",5,2174,30,3203.1,2003
609,Hawaii,2017,"Bachelor's degree (BA, AB, BS)",6,3800,32,3250.15,2001
610,Hawaii,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1471,34,3245.75,1999
611,Hawaii,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,249,35,3302.0,1998
612,Hawaii,2018,Unknown or Not Stated,-9,117,30,2999.2,2002
613,Hawaii,2018,8th grade or less,1,137,28,3227.85,2003
614,Hawaii,2018,9th through 12th grade with no diploma,2,2858,27,3152.45,2006
615,Hawaii,2018,High school graduate or GED completed,3,2907,27,3261.0,2007
616,Hawaii,2018,"Some college credit, but not a degree",4,3433,29,3229.2,2005
617,Hawaii,2018,"Associate degree (AA, AS)",5,1976,31,3204.8,2003
618,Hawaii,2018,"Bachelor's degree (BA, AB, BS)",6,3889,32,3247.55,2002
619,Hawaii,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1407,34,3251.8500000000004,2000
620,Hawaii,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,248,34,3247.65,2000
621,Hawaii,2019,Unknown or Not Stated,-9,153,28,3138.3,2005
622,Hawaii,2019,8th grade or less,1,137,28,3075.8,2004
623,Hawaii,2019,9th through 12th grade with no diploma,2,2863,27,3151.7,2007
624,Hawaii,2019,High school graduate or GED completed,3,2941,27,3245.05,2008
625,Hawaii,2019,"Some college credit, but not a degree",4,3518,29,3226.7,2006
626,Hawaii,2019,"Associate degree (AA, AS)",5,1681,31,3225.25,2004
627,Hawaii,2019,"Bachelor's degree (BA, AB, BS)",6,3803,32,3227.3,2003
628,Hawaii,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1455,34,3237.2,2001
629,Hawaii,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,246,35,3332.9,2000
630,Hawaii,2020,Unknown or Not Stated,-9,259,30,3175.2,2004
631,Hawaii,2020,8th grade or less,1,116,29,3148.3500000000004,2004
632,Hawaii,2020,9th through 12th grade with no diploma,2,2535,27,3170.5,2008
633,Hawaii,2020,High school graduate or GED completed,3,2797,27,3258.3,2009
634,Hawaii,2020,"Some college credit, but not a degree",4,3125,29,3236.2,2007
635,Hawaii,2020,"Associate degree (AA, AS)",5,1622,31,3234.5,2005
636,Hawaii,2020,"Bachelor's degree (BA, AB, BS)",6,3698,32,3232.7,2004
637,Hawaii,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1388,34,3250.45,2002
638,Hawaii,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,245,35,3276.75,2001
639,Hawaii,2021,Unknown or Not Stated,-9,302,30,3087.05,2005
640,Hawaii,2021,8th grade or less,1,102,29,3234.85,2005
641,Hawaii,2021,9th through 12th grade with no diploma,2,2354,27,3154.7,2009
642,Hawaii,2021,High school graduate or GED completed,3,2719,27,3257.85,2010
643,Hawaii,2021,"Some college credit, but not a degree",4,3000,29,3240.3,2008
644,Hawaii,2021,"Associate degree (AA, AS)",5,1580,31,3211.15,2006
645,Hawaii,2021,"Bachelor's degree (BA, AB, BS)",6,3744,32,3232.8,2005
646,Hawaii,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1523,34,3236.1,2003
647,Hawaii,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,296,35,3255.3500000000004,2002
648,Idaho,2016,Unknown or Not Stated,-9,109,29,3201.8500000000004,2001
649,Idaho,2016,8th grade or less,1,539,31,3260.9,1998
650,Idaho,2016,9th through 12th grade with no diploma,2,1963,24,3179.2,2007
651,Idaho,2016,High school graduate or GED completed,3,5783,26,3249.55,2006
652,Idaho,2016,"Some college credit, but not a degree",4,5761,27,3312.7,2005
653,Idaho,2016,"Associate degree (AA, AS)",5,2321,29,3326.8,2003
654,Idaho,2016,"Bachelor's degree (BA, AB, BS)",6,4677,30,3388.65,2002
655,Idaho,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1036,33,3327.1,1999
656,Idaho,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,293,33,3352.0,1999
657,Idaho,2017,Unknown or Not Stated,-9,119,28,3170.4,2003
658,Idaho,2017,8th grade or less,1,463,30,3255.0,2000
659,Idaho,2017,9th through 12th grade with no diploma,2,1946,24,3191.05,2008
660,Idaho,2017,High school graduate or GED completed,3,5581,26,3263.25,2007
661,Idaho,2017,"Some college credit, but not a degree",4,5749,28,3306.8999999999996,2005
662,Idaho,2017,"Associate degree (AA, AS)",5,2286,29,3326.75,2004
663,Idaho,2017,"Bachelor's degree (BA, AB, BS)",6,4669,30,3379.55,2003
664,Idaho,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1050,33,3345.7,2000
665,Idaho,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,318,34,3329.25,1999
666,Idaho,2018,Unknown or Not Stated,-9,102,29,3339.0,2003
667,Idaho,2018,8th grade or less,1,414,30,3233.4,2001
668,Idaho,2018,9th through 12th grade with no diploma,2,1801,24,3174.25,2009
669,Idaho,2018,High school graduate or GED completed,3,5430,26,3250.9,2008
670,Idaho,2018,"Some college credit, but not a degree",4,5476,28,3288.95,2006
671,Idaho,2018,"Associate degree (AA, AS)",5,2148,29,3328.65,2005
672,Idaho,2018,"Bachelor's degree (BA, AB, BS)",6,4673,30,3345.35,2004
673,Idaho,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1059,33,3328.2,2001
674,Idaho,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,300,33,3280.6,2001
675,Idaho,2019,Unknown or Not Stated,-9,127,28,3235.05,2005
676,Idaho,2019,8th grade or less,1,449,31,3253.25,2001
677,Idaho,2019,9th through 12th grade with no diploma,2,1804,25,3162.05,2009
678,Idaho,2019,High school graduate or GED completed,3,5503,26,3258.4,2009
679,Idaho,2019,"Some college credit, but not a degree",4,5562,28,3302.3500000000004,2007
680,Idaho,2019,"Associate degree (AA, AS)",5,2259,29,3303.65,2006
681,Idaho,2019,"Bachelor's degree (BA, AB, BS)",6,4891,30,3352.1,2005
682,Idaho,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1160,33,3341.05,2002
683,Idaho,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,308,33,3326.9,2002
684,Idaho,2020,Unknown or Not Stated,-9,135,29,3059.4,2005
685,Idaho,2020,8th grade or less,1,393,30,3239.45,2003
686,Idaho,2020,9th through 12th grade with no diploma,2,1754,24,3173.65,2011
687,Idaho,2020,High school graduate or GED completed,3,5395,26,3250.8,2010
688,Idaho,2020,"Some college credit, but not a degree",4,5238,28,3294.2,2008
689,Idaho,2020,"Associate degree (AA, AS)",5,2207,29,3330.9,2007
690,Idaho,2020,"Bachelor's degree (BA, AB, BS)",6,4984,30,3359.85,2006
691,Idaho,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1112,32,3328.85,2004
692,Idaho,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,315,34,3323.7,2002
693,Idaho,2021,Unknown or Not Stated,-9,204,30,3263.8,2005
694,Idaho,2021,8th grade or less,1,399,31,3235.15,2003
695,Idaho,2021,9th through 12th grade with no diploma,2,1630,25,3191.75,2011
696,Idaho,2021,High school graduate or GED completed,3,5443,26,3255.55,2011
697,Idaho,2021,"Some college credit, but not a degree",4,5436,28,3300.55,2009
698,Idaho,2021,"Associate degree (AA, AS)",5,2283,29,3322.9,2008
699,Idaho,2021,"Bachelor's degree (BA, AB, BS)",6,5345,30,3357.85,2007
700,Idaho,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1306,33,3316.2,2004
701,Idaho,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,381,34,3258.1000000000004,2003
702,Illinois,2016,Unknown or Not Stated,-9,3070,30,3195.5,2000
703,Illinois,2016,8th grade or less,1,3994,31,3265.3500000000004,1998
704,Illinois,2016,9th through 12th grade with no diploma,2,13870,25,3145.3,2006
705,Illinois,2016,High school graduate or GED completed,3,32925,27,3204.5,2005
706,Illinois,2016,"Some college credit, but not a degree",4,30457,28,3246.05,2004
707,Illinois,2016,"Associate degree (AA, AS)",5,12242,30,3307.3999999999996,2002
708,Illinois,2016,"Bachelor's degree (BA, AB, BS)",6,34404,32,3336.95,2000
709,Illinois,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,18838,33,3335.05,1999
710,Illinois,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4645,34,3293.55,1998
711,Illinois,2017,Unknown or Not Stated,-9,3250,30,3174.25,2001
712,Illinois,2017,8th grade or less,1,3496,31,3267.45,1999
713,Illinois,2017,9th through 12th grade with no diploma,2,12844,25,3157.3500000000004,2007
714,Illinois,2017,High school graduate or GED completed,3,32690,27,3196.15,2006
715,Illinois,2017,"Some college credit, but not a degree",4,29296,28,3246.4,2005
716,Illinois,2017,"Associate degree (AA, AS)",5,11711,30,3293.05,2003
717,Illinois,2017,"Bachelor's degree (BA, AB, BS)",6,33544,32,3338.1,2001
718,Illinois,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,18020,33,3341.0,2000
719,Illinois,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4539,34,3287.05,1999
720,Illinois,2018,Unknown or Not Stated,-9,2240,30,3187.25,2002
721,Illinois,2018,8th grade or less,1,3162,31,3255.1000000000004,2000
722,Illinois,2018,9th through 12th grade with no diploma,2,11739,25,3136.85,2008
723,Illinois,2018,High school graduate or GED completed,3,32953,27,3198.5,2007
724,Illinois,2018,"Some college credit, but not a degree",4,27669,28,3232.0,2006
725,Illinois,2018,"Associate degree (AA, AS)",5,11547,30,3294.7,2004
726,Illinois,2018,"Bachelor's degree (BA, AB, BS)",6,33058,32,3332.5,2002
727,Illinois,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17859,33,3336.7,2001
728,Illinois,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4588,34,3280.6499999999996,2000
729,Illinois,2019,Unknown or Not Stated,-9,1786,31,3209.3,2002
730,Illinois,2019,8th grade or less,1,2870,31,3263.25,2001
731,Illinois,2019,9th through 12th grade with no diploma,2,10453,25,3145.1,2009
732,Illinois,2019,High school graduate or GED completed,3,32421,27,3188.65,2008
733,Illinois,2019,"Some college credit, but not a degree",4,26752,28,3230.1499999999996,2007
734,Illinois,2019,"Associate degree (AA, AS)",5,11207,30,3282.95,2005
735,Illinois,2019,"Bachelor's degree (BA, AB, BS)",6,32326,32,3327.6,2003
736,Illinois,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17746,33,3313.75,2002
737,Illinois,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4567,34,3310.55,2001
738,Illinois,2020,Unknown or Not Stated,-9,1766,31,3172.75,2003
739,Illinois,2020,8th grade or less,1,2623,31,3250.8,2002
740,Illinois,2020,9th through 12th grade with no diploma,2,9814,25,3125.0,2010
741,Illinois,2020,High school graduate or GED completed,3,30949,27,3188.25,2009
742,Illinois,2020,"Some college credit, but not a degree",4,24966,28,3228.7,2008
743,Illinois,2020,"Associate degree (AA, AS)",5,10601,30,3273.6499999999996,2006
744,Illinois,2020,"Bachelor's degree (BA, AB, BS)",6,31283,32,3325.05,2004
745,Illinois,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16916,33,3328.1499999999996,2003
746,Illinois,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4380,34,3291.2,2002
747,Illinois,2021,Unknown or Not Stated,-9,1456,31,3184.1499999999996,2004
748,Illinois,2021,8th grade or less,1,2443,30,3232.85,2004
749,Illinois,2021,9th through 12th grade with no diploma,2,8829,26,3129.5,2010
750,Illinois,2021,High school graduate or GED completed,3,29948,27,3175.3,2010
751,Illinois,2021,"Some college credit, but not a degree",4,23823,29,3217.45,2008
752,Illinois,2021,"Associate degree (AA, AS)",5,10754,30,3279.9,2007
753,Illinois,2021,"Bachelor's degree (BA, AB, BS)",6,32759,32,3323.65,2005
754,Illinois,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17353,33,3318.95,2004
755,Illinois,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4824,34,3280.8,2003
756,Indiana,2016,Unknown or Not Stated,-9,136,29,2990.5,2001
757,Indiana,2016,8th grade or less,1,3808,29,3351.9,2000
758,Indiana,2016,9th through 12th grade with no diploma,2,9134,24,3157.3999999999996,2007
759,Indiana,2016,High school graduate or GED completed,3,22764,26,3223.75,2006
760,Indiana,2016,"Some college credit, but not a degree",4,17037,27,3276.25,2005
761,Indiana,2016,"Associate degree (AA, AS)",5,7306,29,3305.45,2003
762,Indiana,2016,"Bachelor's degree (BA, AB, BS)",6,16270,30,3366.75,2002
763,Indiana,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5104,32,3367.75,2000
764,Indiana,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1532,33,3350.85,1999
765,Indiana,2017,Unknown or Not Stated,-9,137,28,3050.55,2003
766,Indiana,2017,8th grade or less,1,3827,29,3350.15,2001
767,Indiana,2017,9th through 12th grade with no diploma,2,8779,24,3154.25,2008
768,Indiana,2017,High school graduate or GED completed,3,23165,26,3233.85,2007
769,Indiana,2017,"Some college credit, but not a degree",4,16650,27,3268.9,2006
770,Indiana,2017,"Associate degree (AA, AS)",5,7051,30,3304.5,2003
771,Indiana,2017,"Bachelor's degree (BA, AB, BS)",6,16043,30,3372.45,2003
772,Indiana,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5014,32,3351.6,2001
773,Indiana,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1504,33,3321.6000000000004,2000
774,Indiana,2018,Unknown or Not Stated,-9,105,30,3070.5,2002
775,Indiana,2018,8th grade or less,1,3769,29,3341.7,2002
776,Indiana,2018,9th through 12th grade with no diploma,2,8453,24,3152.6499999999996,2009
777,Indiana,2018,High school graduate or GED completed,3,23558,26,3228.35,2008
778,Indiana,2018,"Some college credit, but not a degree",4,16215,28,3271.85,2006
779,Indiana,2018,"Associate degree (AA, AS)",5,6842,30,3315.25,2004
780,Indiana,2018,"Bachelor's degree (BA, AB, BS)",6,16128,31,3378.6499999999996,2003
781,Indiana,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4975,32,3352.5,2002
782,Indiana,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1601,33,3368.2,2001
783,Indiana,2019,Unknown or Not Stated,-9,101,29,3206.75,2004
784,Indiana,2019,8th grade or less,1,3854,29,3325.3,2003
785,Indiana,2019,9th through 12th grade with no diploma,2,8309,24,3143.6,2010
786,Indiana,2019,High school graduate or GED completed,3,23993,26,3222.05,2009
787,Indiana,2019,"Some college credit, but not a degree",4,15388,28,3264.25,2007
788,Indiana,2019,"Associate degree (AA, AS)",5,6464,30,3283.1,2005
789,Indiana,2019,"Bachelor's degree (BA, AB, BS)",6,16257,31,3357.6499999999996,2004
790,Indiana,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4916,32,3345.0,2003
791,Indiana,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1577,33,3330.15,2002
792,Indiana,2020,Unknown or Not Stated,-9,117,29,3015.1499999999996,2005
793,Indiana,2020,8th grade or less,1,3987,29,3314.2,2004
794,Indiana,2020,9th through 12th grade with no diploma,2,7629,24,3146.55,2011
795,Indiana,2020,High school graduate or GED completed,3,23434,26,3223.9,2010
796,Indiana,2020,"Some college credit, but not a degree",4,14462,28,3267.7,2008
797,Indiana,2020,"Associate degree (AA, AS)",5,6285,30,3299.15,2006
798,Indiana,2020,"Bachelor's degree (BA, AB, BS)",6,16074,31,3354.75,2005
799,Indiana,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4964,32,3344.6,2004
800,Indiana,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1664,33,3321.6000000000004,2003
801,Indiana,2021,Unknown or Not Stated,-9,215,30,3100.55,2005
802,Indiana,2021,8th grade or less,1,3897,29,3316.45,2005
803,Indiana,2021,9th through 12th grade with no diploma,2,7363,25,3137.0,2011
804,Indiana,2021,High school graduate or GED completed,3,23268,26,3222.0,2011
805,Indiana,2021,"Some college credit, but not a degree",4,14538,28,3248.85,2009
806,Indiana,2021,"Associate degree (AA, AS)",5,6544,30,3285.05,2007
807,Indiana,2021,"Bachelor's degree (BA, AB, BS)",6,17013,31,3346.8999999999996,2006
808,Indiana,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5391,32,3338.0,2005
809,Indiana,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1717,33,3305.6000000000004,2004
810,Iowa,2016,Unknown or Not Stated,-9,72,29,3212.6499999999996,2001
811,Iowa,2016,8th grade or less,1,1291,30,3379.1000000000004,1999
812,Iowa,2016,9th through 12th grade with no diploma,2,3098,24,3223.25,2007
813,Iowa,2016,High school graduate or GED completed,3,9447,26,3285.9,2006
814,Iowa,2016,"Some college credit, but not a degree",4,6957,27,3339.1000000000004,2005
815,Iowa,2016,"Associate degree (AA, AS)",5,5045,29,3384.85,2003
816,Iowa,2016,"Bachelor's degree (BA, AB, BS)",6,9449,30,3434.8,2002
817,Iowa,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2999,32,3402.3,2000
818,Iowa,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1045,33,3354.7,1999
819,Iowa,2017,Unknown or Not Stated,-9,58,28,3400.65,2003
820,Iowa,2017,8th grade or less,1,1263,30,3347.55,2000
821,Iowa,2017,9th through 12th grade with no diploma,2,3067,25,3234.45,2007
822,Iowa,2017,High school graduate or GED completed,3,9406,26,3288.45,2007
823,Iowa,2017,"Some college credit, but not a degree",4,6607,27,3337.5,2006
824,Iowa,2017,"Associate degree (AA, AS)",5,4853,29,3395.7,2004
825,Iowa,2017,"Bachelor's degree (BA, AB, BS)",6,9119,30,3418.75,2003
826,Iowa,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2982,32,3413.2,2001
827,Iowa,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1075,33,3355.4,2000
828,Iowa,2018,Unknown or Not Stated,-9,78,29,3340.7,2003
829,Iowa,2018,8th grade or less,1,1204,30,3360.05,2001
830,Iowa,2018,9th through 12th grade with no diploma,2,3091,25,3223.55,2008
831,Iowa,2018,High school graduate or GED completed,3,9172,26,3277.0,2008
832,Iowa,2018,"Some college credit, but not a degree",4,6349,27,3318.75,2007
833,Iowa,2018,"Associate degree (AA, AS)",5,4746,29,3357.85,2005
834,Iowa,2018,"Bachelor's degree (BA, AB, BS)",6,9062,30,3404.2,2004
835,Iowa,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3036,32,3400.65,2002
836,Iowa,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1047,33,3391.3999999999996,2001
837,Iowa,2019,Unknown or Not Stated,-9,86,28,3225.75,2005
838,Iowa,2019,8th grade or less,1,1236,30,3354.55,2002
839,Iowa,2019,9th through 12th grade with no diploma,2,2802,25,3244.05,2009
840,Iowa,2019,High school graduate or GED completed,3,9289,26,3262.95,2009
841,Iowa,2019,"Some college credit, but not a degree",4,6263,28,3311.5,2007
842,Iowa,2019,"Associate degree (AA, AS)",5,4649,30,3367.3,2005
843,Iowa,2019,"Bachelor's degree (BA, AB, BS)",6,9161,31,3415.25,2004
844,Iowa,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3092,32,3399.3500000000004,2003
845,Iowa,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1071,33,3357.4,2002
846,Iowa,2020,Unknown or Not Stated,-9,72,29,3288.05,2005
847,Iowa,2020,8th grade or less,1,1217,30,3339.2,2003
848,Iowa,2020,9th through 12th grade with no diploma,2,2829,25,3208.05,2010
849,Iowa,2020,High school graduate or GED completed,3,9088,27,3268.6499999999996,2009
850,Iowa,2020,"Some college credit, but not a degree",4,5855,28,3320.45,2008
851,Iowa,2020,"Associate degree (AA, AS)",5,4330,29,3370.45,2007
852,Iowa,2020,"Bachelor's degree (BA, AB, BS)",6,8719,30,3398.25,2006
853,Iowa,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2984,32,3380.5,2004
854,Iowa,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1020,33,3358.8,2003
855,Iowa,2021,Unknown or Not Stated,-9,66,29,3069.1000000000004,2006
856,Iowa,2021,8th grade or less,1,1256,29,3332.95,2005
857,Iowa,2021,9th through 12th grade with no diploma,2,2767,25,3200.05,2011
858,Iowa,2021,High school graduate or GED completed,3,8971,27,3258.6499999999996,2010
859,Iowa,2021,"Some college credit, but not a degree",4,5809,28,3302.55,2009
860,Iowa,2021,"Associate degree (AA, AS)",5,4487,30,3335.9,2007
861,Iowa,2021,"Bachelor's degree (BA, AB, BS)",6,9170,31,3394.05,2006
862,Iowa,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3262,32,3376.6499999999996,2005
863,Iowa,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1047,33,3346.65,2004
864,Kansas,2016,Unknown or Not Stated,-9,110,28,3236.2,2002
865,Kansas,2016,8th grade or less,1,1138,29,3281.35,2000
866,Kansas,2016,9th through 12th grade with no diploma,2,3627,24,3209.15,2007
867,Kansas,2016,High school graduate or GED completed,3,8625,26,3247.3,2006
868,Kansas,2016,"Some college credit, but not a degree",4,8151,27,3306.65,2005
869,Kansas,2016,"Associate degree (AA, AS)",5,3605,29,3340.3999999999996,2003
870,Kansas,2016,"Bachelor's degree (BA, AB, BS)",6,8547,31,3390.75,2001
871,Kansas,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3330,32,3375.0,2000
872,Kansas,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,920,33,3340.35,1999
873,Kansas,2017,Unknown or Not Stated,-9,115,29,3185.3,2002
874,Kansas,2017,8th grade or less,1,1047,29,3276.5,2001
875,Kansas,2017,9th through 12th grade with no diploma,2,3285,25,3192.8500000000004,2007
876,Kansas,2017,High school graduate or GED completed,3,8695,26,3229.7,2007
877,Kansas,2017,"Some college credit, but not a degree",4,7665,27,3283.3500000000004,2006
878,Kansas,2017,"Associate degree (AA, AS)",5,3478,29,3334.95,2004
879,Kansas,2017,"Bachelor's degree (BA, AB, BS)",6,8172,31,3388.15,2002
880,Kansas,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3188,32,3361.05,2001
881,Kansas,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,874,33,3347.7,2000
882,Kansas,2018,Unknown or Not Stated,-9,134,29,3308.7,2003
883,Kansas,2018,8th grade or less,1,1029,29,3315.45,2002
884,Kansas,2018,9th through 12th grade with no diploma,2,3199,24,3164.6499999999996,2009
885,Kansas,2018,High school graduate or GED completed,3,8832,26,3235.95,2008
886,Kansas,2018,"Some college credit, but not a degree",4,7350,27,3290.25,2007
887,Kansas,2018,"Associate degree (AA, AS)",5,3486,29,3321.7,2005
888,Kansas,2018,"Bachelor's degree (BA, AB, BS)",6,8249,31,3373.8,2003
889,Kansas,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3096,32,3387.25,2002
890,Kansas,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,886,33,3366.2,2001
891,Kansas,2019,Unknown or Not Stated,-9,159,29,3279.6499999999996,2004
892,Kansas,2019,8th grade or less,1,1078,29,3245.3,2003
893,Kansas,2019,9th through 12th grade with no diploma,2,2984,25,3170.05,2009
894,Kansas,2019,High school graduate or GED completed,3,8551,26,3214.6499999999996,2009
895,Kansas,2019,"Some college credit, but not a degree",4,7079,27,3274.0,2008
896,Kansas,2019,"Associate degree (AA, AS)",5,3386,29,3312.55,2006
897,Kansas,2019,"Bachelor's degree (BA, AB, BS)",6,8008,31,3379.05,2004
898,Kansas,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3243,32,3360.3,2003
899,Kansas,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,907,33,3335.7,2002
900,Kansas,2020,Unknown or Not Stated,-9,185,30,3305.95,2004
901,Kansas,2020,8th grade or less,1,1024,29,3272.9,2004
902,Kansas,2020,9th through 12th grade with no diploma,2,2725,25,3164.95,2010
903,Kansas,2020,High school graduate or GED completed,3,8766,26,3225.1499999999996,2010
904,Kansas,2020,"Some college credit, but not a degree",4,6591,28,3274.8999999999996,2008
905,Kansas,2020,"Associate degree (AA, AS)",5,3230,29,3325.95,2007
906,Kansas,2020,"Bachelor's degree (BA, AB, BS)",6,7821,31,3387.7,2005
907,Kansas,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3112,32,3343.35,2004
908,Kansas,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,922,33,3299.6000000000004,2003
909,Kansas,2021,Unknown or Not Stated,-9,205,29,3217.6499999999996,2006
910,Kansas,2021,8th grade or less,1,1113,29,3269.3999999999996,2005
911,Kansas,2021,9th through 12th grade with no diploma,2,2538,25,3174.5,2011
912,Kansas,2021,High school graduate or GED completed,3,8961,26,3217.0,2011
913,Kansas,2021,"Some college credit, but not a degree",4,6177,28,3288.9,2009
914,Kansas,2021,"Associate degree (AA, AS)",5,3178,29,3306.15,2008
915,Kansas,2021,"Bachelor's degree (BA, AB, BS)",6,8368,31,3364.0,2006
916,Kansas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3171,32,3372.8,2005
917,Kansas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,994,33,3338.6499999999996,2004
