,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
761,Indiana,2016,"Associate degree (AA, AS)",5,7306,29,3305.45,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
762,Indiana,2016,"Bachelor's degree (BA, AB, BS)",6,16270,30,3366.75,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,9.406217943818461,4.612100592549088,2.665432021787141,9.484551812754082,4.619970098879557,2.705439779332621
763,Indiana,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5104,32,3367.75,2000,987214.0,8489991,426266,4300608,3763109,8518477,4143020,2373445,375026.0,841171,8.628804899444296,4.196678734296718,2.4041849082367146,8.635218913019532,4.227675109763118,2.424827612481394
764,Indiana,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1532,33,3350.85,1999,986891.0,8167164,377681,4094272,3695211,8196714,4027481,2251783,370124.0,808948,8.30559200560143,4.080978547782886,2.2816937230150036,8.211031669152964,4.02617928124092,2.288264911800128
765,Indiana,2017,Unknown or Not Stated,-9,137,28,3050.55,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
766,Indiana,2017,8th grade or less,1,3827,29,3350.15,2001,987854.0,9124748,444861,4590018,4089869,8991877,4364661,2553481,395908.0,832585,9.102435177667955,4.418325987443489,2.584876915009708,9.034160698792023,4.410299069342163,2.553743097504437
767,Indiana,2017,9th through 12th grade with no diploma,2,8779,24,3154.25,2008,1033329.0,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943.0,941950,10.51538377419002,5.32743395375529,3.3223619970019227,10.923327108490522,5.37320528874123,3.3748372525437738
768,Indiana,2017,High school graduate or GED completed,3,23165,26,3233.85,2007,1034588.0,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190.0,887670,11.07886617668096,5.326858614250311,3.239048780770703,10.83676485780867,5.301092919724369,3.303677355137107
769,Indiana,2017,"Some college credit, but not a degree",4,16650,27,3268.9,2006,1026106.0,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213.0,985099,10.974260943801127,5.2123757194675795,3.228861345708923,10.63248761864578,5.184883839022349,3.1961146733434767
770,Indiana,2017,"Associate degree (AA, AS)",5,7051,30,3304.5,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
771,Indiana,2017,"Bachelor's degree (BA, AB, BS)",6,16043,30,3372.45,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
772,Indiana,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5014,32,3351.6,2001,987854.0,9124748,444861,4590018,4089869,8991877,4364661,2553481,395908.0,832585,9.102435177667955,4.418325987443489,2.584876915009708,9.034160698792023,4.410299069342163,2.553743097504437
773,Indiana,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1504,33,3321.6000000000004,2000,987214.0,8489991,426266,4300608,3763109,8518477,4143020,2373445,375026.0,841171,8.628804899444296,4.196678734296718,2.4041849082367146,8.635218913019532,4.227675109763118,2.424827612481394
774,Indiana,2018,Unknown or Not Stated,-9,105,30,3070.5,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,9.406217943818461,4.612100592549088,2.665432021787141,9.484551812754082,4.619970098879557,2.705439779332621
775,Indiana,2018,8th grade or less,1,3769,29,3341.7,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,9.406217943818461,4.612100592549088,2.665432021787141,9.484551812754082,4.619970098879557,2.705439779332621
776,Indiana,2018,9th through 12th grade with no diploma,2,8453,24,3152.6499999999996,2009,1028259.0,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598.0,899628,10.910089773101912,5.395811755598541,3.580639702643011,10.97536762633216,5.423910753410433,3.4411519320171204
777,Indiana,2018,High school graduate or GED completed,3,23558,26,3228.35,2008,1033329.0,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943.0,941950,10.51538377419002,5.32743395375529,3.3223619970019227,10.923327108490522,5.37320528874123,3.3748372525437738
778,Indiana,2018,"Some college credit, but not a degree",4,16215,28,3271.85,2006,1026106.0,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213.0,985099,10.974260943801127,5.2123757194675795,3.228861345708923,10.63248761864578,5.184883839022349,3.1961146733434767
779,Indiana,2018,"Associate degree (AA, AS)",5,6842,30,3315.25,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.25539709642229,4.977217287017433,2.9700781732460744,10.21579898638785,4.943052534827885,2.960015707222322
780,Indiana,2018,"Bachelor's degree (BA, AB, BS)",6,16128,31,3378.6499999999996,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
781,Indiana,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4975,32,3352.5,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,9.406217943818461,4.612100592549088,2.665432021787141,9.484551812754082,4.619970098879557,2.705439779332621
782,Indiana,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1601,33,3368.2,2001,987854.0,9124748,444861,4590018,4089869,8991877,4364661,2553481,395908.0,832585,9.102435177667955,4.418325987443489,2.584876915009708,9.034160698792023,4.410299069342163,2.553743097504437
783,Indiana,2019,Unknown or Not Stated,-9,101,29,3206.75,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.25539709642229,4.977217287017433,2.9700781732460744,10.21579898638785,4.943052534827885,2.960015707222322
784,Indiana,2019,8th grade or less,1,3854,29,3325.3,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
785,Indiana,2019,9th through 12th grade with no diploma,2,8309,24,3143.6,2010,1026053.0,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877.0,929416,11.21046768539247,5.6007175067954575,3.602745667134154,11.004782289580302,5.467947052651517,3.492104869138388
786,Indiana,2019,High school graduate or GED completed,3,23993,26,3222.05,2009,1028259.0,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598.0,899628,10.910089773101912,5.395811755598541,3.580639702643011,10.97536762633216,5.423910753410433,3.4411519320171204
787,Indiana,2019,"Some college credit, but not a degree",4,15388,28,3264.25,2007,1034588.0,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190.0,887670,11.07886617668096,5.326858614250311,3.239048780770703,10.83676485780867,5.301092919724369,3.303677355137107
788,Indiana,2019,"Associate degree (AA, AS)",5,6464,30,3283.1,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,10.912888555071914,5.26723560118597,3.1820058194549583,10.417648785891,5.0729251014438566,3.065370718935495
789,Indiana,2019,"Bachelor's degree (BA, AB, BS)",6,16257,31,3357.6499999999996,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.25539709642229,4.977217287017433,2.9700781732460744,10.21579898638785,4.943052534827885,2.960015707222322
790,Indiana,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4916,32,3345.0,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
791,Indiana,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1577,33,3330.15,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,9.406217943818461,4.612100592549088,2.665432021787141,9.484551812754082,4.619970098879557,2.705439779332621
792,Indiana,2020,Unknown or Not Stated,-9,117,29,3015.1499999999996,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,10.912888555071914,5.26723560118597,3.1820058194549583,10.417648785891,5.0729251014438566,3.065370718935495
793,Indiana,2020,8th grade or less,1,3987,29,3314.2,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.25539709642229,4.977217287017433,2.9700781732460744,10.21579898638785,4.943052534827885,2.960015707222322
794,Indiana,2020,9th through 12th grade with no diploma,2,7629,24,3146.55,2011,1023220.0,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684.0,843671,10.861332851195247,5.482003870135455,3.4681974550927466,11.0017022535561,5.488990179624004,3.5458741144654744
795,Indiana,2020,High school graduate or GED completed,3,23434,26,3223.9,2010,1026053.0,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877.0,929416,11.21046768539247,5.6007175067954575,3.602745667134154,11.004782289580302,5.467947052651517,3.492104869138388
796,Indiana,2020,"Some college credit, but not a degree",4,14462,28,3267.7,2008,1033329.0,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943.0,941950,10.51538377419002,5.32743395375529,3.3223619970019227,10.923327108490522,5.37320528874123,3.3748372525437738
797,Indiana,2020,"Associate degree (AA, AS)",5,6285,30,3299.15,2006,1026106.0,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213.0,985099,10.974260943801127,5.2123757194675795,3.228861345708923,10.63248761864578,5.184883839022349,3.1961146733434767
798,Indiana,2020,"Bachelor's degree (BA, AB, BS)",6,16074,31,3354.75,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,10.912888555071914,5.26723560118597,3.1820058194549583,10.417648785891,5.0729251014438566,3.065370718935495
799,Indiana,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4964,32,3344.6,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.25539709642229,4.977217287017433,2.9700781732460744,10.21579898638785,4.943052534827885,2.960015707222322
800,Indiana,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1664,33,3321.6000000000004,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
801,Indiana,2021,Unknown or Not Stated,-9,215,30,3100.55,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,10.912888555071914,5.26723560118597,3.1820058194549583,10.417648785891,5.0729251014438566,3.065370718935495
802,Indiana,2021,8th grade or less,1,3897,29,3316.45,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,10.912888555071914,5.26723560118597,3.1820058194549583,10.417648785891,5.0729251014438566,3.065370718935495
803,Indiana,2021,9th through 12th grade with no diploma,2,7363,25,3137.0,2011,1023220.0,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684.0,843671,10.861332851195247,5.482003870135455,3.4681974550927466,11.0017022535561,5.488990179624004,3.5458741144654744
804,Indiana,2021,High school graduate or GED completed,3,23268,26,3222.0,2011,1023220.0,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684.0,843671,10.861332851195247,5.482003870135455,3.4681974550927466,11.0017022535561,5.488990179624004,3.5458741144654744
805,Indiana,2021,"Some college credit, but not a degree",4,14538,28,3248.85,2009,1028259.0,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598.0,899628,10.910089773101912,5.395811755598541,3.580639702643011,10.97536762633216,5.423910753410433,3.4411519320171204
806,Indiana,2021,"Associate degree (AA, AS)",5,6544,30,3285.05,2007,1034588.0,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190.0,887670,11.07886617668096,5.326858614250311,3.239048780770703,10.83676485780867,5.301092919724369,3.303677355137107
807,Indiana,2021,"Bachelor's degree (BA, AB, BS)",6,17013,31,3346.8999999999996,2006,1026106.0,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213.0,985099,10.974260943801127,5.2123757194675795,3.228861345708923,10.63248761864578,5.184883839022349,3.1961146733434767
808,Indiana,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5391,32,3338.0,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,10.912888555071914,5.26723560118597,3.1820058194549583,10.417648785891,5.0729251014438566,3.065370718935495
809,Indiana,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1717,33,3305.6000000000004,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.25539709642229,4.977217287017433,2.9700781732460744,10.21579898638785,4.943052534827885,2.960015707222322
810,Iowa,2016,Unknown or Not Stated,-9,72,29,3212.6499999999996,2001,495080.0,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596.0,405205,8.506691847782177,4.028300476690636,2.36583582451321,8.44069262782986,4.094076134239807,2.3212422643019672
811,Iowa,2016,8th grade or less,1,1291,30,3379.1000000000004,1999,498214.0,3740509,186056,1776000,1778453,3789049,1815795,1054419,245363.0,340182,7.6052640030187835,3.6446085417109915,2.116397772844601,7.707126981536281,3.7605882434794076,2.1403968366381094
812,Iowa,2016,9th through 12th grade with no diploma,2,3098,24,3223.25,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
813,Iowa,2016,High school graduate or GED completed,3,9447,26,3285.9,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,10.198131471285384,5.016372894957827,2.9535866898871106,10.32338812392827,5.135580355962263,2.906277124068983
814,Iowa,2016,"Some college credit, but not a degree",4,6957,27,3339.1000000000004,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
815,Iowa,2016,"Associate degree (AA, AS)",5,5045,29,3384.85,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
816,Iowa,2016,"Bachelor's degree (BA, AB, BS)",6,9449,30,3434.8,2002,485932.0,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099.0,459382,9.092296864581876,4.341920268679568,2.429574508367426,8.773671950873952,4.26685496873531,2.418374855663827
817,Iowa,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2999,32,3402.3,2000,497301.0,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900.0,353405,7.992770977737829,3.8342070496540326,2.2201342848697267,8.111642264503837,3.9221743142027736,2.233388670438856
818,Iowa,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1045,33,3354.7,1999,498214.0,3740509,186056,1776000,1778453,3789049,1815795,1054419,245363.0,340182,7.6052640030187835,3.6446085417109915,2.116397772844601,7.707126981536281,3.7605882434794076,2.1403968366381094
819,Iowa,2017,Unknown or Not Stated,-9,58,28,3400.65,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
820,Iowa,2017,8th grade or less,1,1263,30,3347.55,2000,497301.0,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900.0,353405,7.992770977737829,3.8342070496540326,2.2201342848697267,8.111642264503837,3.9221743142027736,2.233388670438856
821,Iowa,2017,9th through 12th grade with no diploma,2,3067,25,3234.45,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
822,Iowa,2017,High school graduate or GED completed,3,9406,26,3288.45,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
823,Iowa,2017,"Some college credit, but not a degree",4,6607,27,3337.5,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,10.198131471285384,5.016372894957827,2.9535866898871106,10.32338812392827,5.135580355962263,2.906277124068983
824,Iowa,2017,"Associate degree (AA, AS)",5,4853,29,3395.7,2004,481226.0,4396136,353266,1953425,2089445,4443289,2256107,1236810,199965.0,533020,9.233268776001296,4.688248349008574,2.5701229775614785,9.539572198695781,4.671357575774634,2.6585054668624712
825,Iowa,2017,"Bachelor's degree (BA, AB, BS)",6,9119,30,3418.75,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
826,Iowa,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2982,32,3413.2,2001,495080.0,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596.0,405205,8.506691847782177,4.028300476690636,2.36583582451321,8.44069262782986,4.094076134239807,2.3212422643019672
827,Iowa,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1075,33,3355.4,2000,497301.0,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900.0,353405,7.992770977737829,3.8342070496540326,2.2201342848697267,8.111642264503837,3.9221743142027736,2.233388670438856
828,Iowa,2018,Unknown or Not Stated,-9,78,29,3340.7,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
829,Iowa,2018,8th grade or less,1,1204,30,3360.05,2001,495080.0,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596.0,405205,8.506691847782177,4.028300476690636,2.36583582451321,8.44069262782986,4.094076134239807,2.3212422643019672
830,Iowa,2018,9th through 12th grade with no diploma,2,3091,25,3223.55,2008,485114.0,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771.0,672361,11.328792819832039,5.642706662763804,3.2170046628215223,11.147123226559419,5.557746840918454,3.1271927653496014
831,Iowa,2018,High school graduate or GED completed,3,9172,26,3277.0,2008,485114.0,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771.0,672361,11.328792819832039,5.642706662763804,3.2170046628215223,11.147123226559419,5.557746840918454,3.1271927653496014
832,Iowa,2018,"Some college credit, but not a degree",4,6349,27,3318.75,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
833,Iowa,2018,"Associate degree (AA, AS)",5,4746,29,3357.85,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
834,Iowa,2018,"Bachelor's degree (BA, AB, BS)",6,9062,30,3404.2,2004,481226.0,4396136,353266,1953425,2089445,4443289,2256107,1236810,199965.0,533020,9.233268776001296,4.688248349008574,2.5701229775614785,9.539572198695781,4.671357575774634,2.6585054668624712
835,Iowa,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3036,32,3400.65,2002,485932.0,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099.0,459382,9.092296864581876,4.341920268679568,2.429574508367426,8.773671950873952,4.26685496873531,2.418374855663827
836,Iowa,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1047,33,3391.3999999999996,2001,495080.0,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596.0,405205,8.506691847782177,4.028300476690636,2.36583582451321,8.44069262782986,4.094076134239807,2.3212422643019672
837,Iowa,2019,Unknown or Not Stated,-9,86,28,3225.75,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
838,Iowa,2019,8th grade or less,1,1236,30,3354.55,2002,485932.0,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099.0,459382,9.092296864581876,4.341920268679568,2.429574508367426,8.773671950873952,4.26685496873531,2.418374855663827
839,Iowa,2019,9th through 12th grade with no diploma,2,2802,25,3244.05,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,11.756907369159425,5.977073543919813,3.312807270504698,11.575981410855535,5.749025203829297,3.2249864979874494
840,Iowa,2019,High school graduate or GED completed,3,9289,26,3262.95,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,11.756907369159425,5.977073543919813,3.312807270504698,11.575981410855535,5.749025203829297,3.2249864979874494
841,Iowa,2019,"Some college credit, but not a degree",4,6263,28,3311.5,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
842,Iowa,2019,"Associate degree (AA, AS)",5,4649,30,3367.3,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
843,Iowa,2019,"Bachelor's degree (BA, AB, BS)",6,9161,31,3415.25,2004,481226.0,4396136,353266,1953425,2089445,4443289,2256107,1236810,199965.0,533020,9.233268776001296,4.688248349008574,2.5701229775614785,9.539572198695781,4.671357575774634,2.6585054668624712
844,Iowa,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3092,32,3399.3500000000004,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
845,Iowa,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1071,33,3357.4,2002,485932.0,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099.0,459382,9.092296864581876,4.341920268679568,2.429574508367426,8.773671950873952,4.26685496873531,2.418374855663827
846,Iowa,2020,Unknown or Not Stated,-9,72,29,3288.05,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
847,Iowa,2020,8th grade or less,1,1217,30,3339.2,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
848,Iowa,2020,9th through 12th grade with no diploma,2,2829,25,3208.05,2010,491255.0,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336.0,811476,12.094429573235896,6.04604533287193,3.302390815360658,11.926164014487629,5.940468264085568,3.303180394393856
849,Iowa,2020,High school graduate or GED completed,3,9088,27,3268.6499999999996,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,11.756907369159425,5.977073543919813,3.312807270504698,11.575981410855535,5.749025203829297,3.2249864979874494
850,Iowa,2020,"Some college credit, but not a degree",4,5855,28,3320.45,2008,485114.0,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771.0,672361,11.328792819832039,5.642706662763804,3.2170046628215223,11.147123226559419,5.557746840918454,3.1271927653496014
851,Iowa,2020,"Associate degree (AA, AS)",5,4330,29,3370.45,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
852,Iowa,2020,"Bachelor's degree (BA, AB, BS)",6,8719,30,3398.25,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,10.198131471285384,5.016372894957827,2.9535866898871106,10.32338812392827,5.135580355962263,2.906277124068983
853,Iowa,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2984,32,3380.5,2004,481226.0,4396136,353266,1953425,2089445,4443289,2256107,1236810,199965.0,533020,9.233268776001296,4.688248349008574,2.5701229775614785,9.539572198695781,4.671357575774634,2.6585054668624712
854,Iowa,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1020,33,3358.8,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
855,Iowa,2021,Unknown or Not Stated,-9,66,29,3069.1000000000004,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,10.198131471285384,5.016372894957827,2.9535866898871106,10.32338812392827,5.135580355962263,2.906277124068983
856,Iowa,2021,8th grade or less,1,1256,29,3332.95,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
857,Iowa,2021,9th through 12th grade with no diploma,2,2767,25,3200.05,2011,493493.0,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237.0,861361,12.274326079599913,6.070989862064913,3.3201058576312126,12.251297130276333,6.114249874131839,3.393292257773538
858,Iowa,2021,High school graduate or GED completed,3,8971,27,3258.6499999999996,2010,491255.0,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336.0,811476,12.094429573235896,6.04604533287193,3.302390815360658,11.926164014487629,5.940468264085568,3.303180394393856
859,Iowa,2021,"Some college credit, but not a degree",4,5809,28,3302.55,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,11.756907369159425,5.977073543919813,3.312807270504698,11.575981410855535,5.749025203829297,3.2249864979874494
860,Iowa,2021,"Associate degree (AA, AS)",5,4487,30,3335.9,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
861,Iowa,2021,"Bachelor's degree (BA, AB, BS)",6,9170,31,3394.05,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,10.198131471285384,5.016372894957827,2.9535866898871106,10.32338812392827,5.135580355962263,2.906277124068983
862,Iowa,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3262,32,3376.6499999999996,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
863,Iowa,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1047,33,3346.65,2004,481226.0,4396136,353266,1953425,2089445,4443289,2256107,1236810,199965.0,533020,9.233268776001296,4.688248349008574,2.5701229775614785,9.539572198695781,4.671357575774634,2.6585054668624712
